UF,MUNICIPIO,NO_FANTASIA,CO_CNES,notificacoes
MG,ABAETE,HOSPITAL SAO VICENTE DE PAULO DE ABAETE,2126796,1
MG,ABAETE,UPA 24 HORAS DE ABAETE,9389539,1
MG,ALTEROSA,SANTA CASA MISERICORDIA DE ALTEROSA,2172852,1
MG,ARAXA,HOSPITAL CASA DO CAMINHO,2180766,1
MG,ARCEBURGO,PRONTO ATENDIMENTO MUNICIPAL DE ARCEBURGO,3009718,1
MG,AREADO,SANTA CASA DE MISERICORDIA DE AREADO,2168421,1
MG,ATALEIA,APROMIA,2178850,1
MG,BELO HORIZONTE,CENTRO DE SAUDE MINAS CAIXA,23647,1
MG,BELO HORIZONTE,CENTRO DE SAUDE SAO TOMAS,2695499,1
MG,BELO HORIZONTE,KERALTY CENTRO MEDICO,3203565,1
MG,BELO HORIZONTE,MATERNIDADE UNIMED UNIDADE GRAJAU,3702693,1
MG,BICAS,HOSPITAL SAO JOSE DE BICAS,2760886,1
MG,BICAS,POLICLINICA MICRORREGIONAL DE BICAS,2184176,1
MG,BOM JESUS DO GALHO,CENTRO DE SAUDE DE BOM JESUS DO GALHO,2764253,1
MG,BONFINOPOLIS DE MINAS,HOSPITAL DE PEQUENO PORTE DE BONFINOPOLIS DE MINAS,2776847,1
MG,BORDA DA MATA,PRONTO SOCORRO MUNICIPAL MOSENHOR PEDRO CINTRA,7857950,1
MG,BUENO BRANDAO,HOSPITAL E MAT SENHOR BOM JESUS BUENO BRANDAO,2128020,1
MG,CABO VERDE,ASSOCIACAO DO HOSPITAL SAO FRANCISCO,2167379,1
MG,CACHOEIRA DE PAJEU,HOSPITAL DR OTAVIO GONCALVES,2761262,1
MG,CAMBUI,HOSPITAL ANA MOREIRA SALLES CAMBUI,2128012,1
MG,CAMPO DO MEIO,HOSPITAL MUNICIPAL ANTONIO REIS,2760932,1
MG,CAMPOS ALTOS,SANTA CASA DE CAMPOS ALTOS,2098156,1
MG,CAMPOS GERAIS,HOSPITAL SAO VICENTE DE PAULA,2796384,1
MG,CANDEIAS,HOSPITAL CARLOS CHAGAS,2142295,1
MG,CAPELINHA,FUNDACAO HOSPITALAR SAO VICENTE DE PAULO,2135124,1
MG,CAPITOLIO,SANTA CASA DE CARIDADE DE CAPITOLIO,2146398,1
MG,CARATINGA,SUPERINTENDENCIA DE VIGILANCIA EM SAUDE,2199971,1
MG,CARMO DA CACHOEIRA,HOSPITAL NOSSA SENHORA DO CARMO,2761017,1
MG,CARMO DA MATA,HOSPITAL OLINTO FERREIRA DINIZ CARMO DA MATA,2142937,1
MG,CAXAMBU,POLICLINICA DE CAXAMBU,2139154,1
MG,CLAUDIO,SANTA CASA DE MISERICORDIA CLAUDIO,2144204,1
MG,COMENDADOR GOMES,CENTRO DE SAUDE DE COMENDADOR GOMES,2181428,1
MG,CONCEICAO DA APARECIDA,HOSPITAL MUNICIPAL JOAO AMELIO FREIRE,2167565,1
MG,CONSELHEIRO LAFAIETE,HOSPITAL MUNICIPAL DE CONSELHEIRO LAFAIETE,107689,1
MG,CONSELHEIRO LAFAIETE,HOSPITAL SAO CAMILO,2756676,1
MG,CONTAGEM,CLINICA JK,7203144,1
MG,CONTAGEM,UNIDADE PRONTO ATENDIMENTO GERALDO PINTO VIEIRA UPA JK,2189852,1
MG,COQUEIRAL,PRONTO ATENDIMENTO MUNICIPAL,2793784,1
MG,CRUCILANDIA,CRUCILANDIA CENTRO DE SAUDE FREI PIO,2117177,1
MG,DELFINOPOLIS,HOSPITAL MUNICIPAL ELPIDIO RODRIGUES PINTO,6569803,1
MG,DIVINO,HOSPITAL DIVINENSE,2761238,1
MG,DIVINO DAS LARANJEIRAS,HOSPITAL MUNICIPAL DIVINO ESPIRITO SANTO,2103222,1
MG,ELOI MENDES,HOSPITAL NOSSA SENHORA DA PIEDADE,2761009,1
MG,ENTRE RIOS DE MINAS,HOSPITAL CASSIANO CAMPOLINA,2117568,1
MG,ESTIVA,SANTA CASA E MAT N S DE FATIMA ESTIVA,2127997,1
MG,EXTREMA,SECRETARIA MUNICIPAL DE SAUDE EXTREMA,6594093,1
MG,GOVERNADOR VALADARES,HOSPITAL NOSSA SENHORA DAS GRACAS,2118874,1
MG,GRAO MOGOL,HOSPITAL AFRANIO AUGUSTO FIGUEIREDO,2205866,1
MG,GUARANESIA,SANTA CASA DE CARIDADE DE GUARANESIA,2796430,1
MG,INHAPIM,HOSPITAL SAO SEBASTIAO DE INHAPIM,2103532,1
MG,IPANEMA,PRONTO ATENDIMENTO MUNICIPAL DE IPANEMA,6408354,1
MG,ITABIRINHA,HOSPITAL SAO LUCAS DE ITABIRINHA,2102579,1
MG,ITAJUBA,VIGILANCIA EPIDEMIOLOGICA DE ITAJUBA,7782934,1
MG,ITAMARANDIBA,HOSPITAL MUNICIPAL GERALDO FERREIRA GANDRA,2135930,1
MG,ITAPECERICA,SANTA CASA DE ITAPECERICA,2143895,1
MG,ITINGA,SMS DE ITINGA,7235429,1
MG,JACUTINGA,PRONTO SOCMUNDRAMERICO PPENNACCHI JACUTINGA,2212145,1
MG,JUIZ DE FORA,HOSPITAL SAO VICENTE DE PAULO DE JUIZ DE FORA,7022042,1
MG,LAGAMAR,UNIDADE MISTA DE SAUDE DE LAGAMAR,2118041,1
MG,LAGOA DA PRATA,UPA GERALDO DINIZ BORGES,7959079,1
MG,LAJINHA,PRONTO ATENDIMENTO MUNICIPAL LAJINHA,5046688,1
MG,LAMBARI,HOSPITAL SAO VICENTE DE PAULO,2794144,1
MG,LUZ,HOSPITAL SENHORA APARECIDA DE LUZ,2144166,1
MG,MATEUS LEME,MATEUS LEME HOSPITAL SANTA TEREZINHA,2117096,1
MG,MATIAS BARBOSA,POLICLINICA MUNICIPAL DE MATIAS BARBOSA,2141922,1
MG,MONTE BELO,HOSPITAL E MATERNIDADE FREI FRANCISCO STIENEN,2167573,1
MG,MONTE CARMELO,HOSPITAL SANTA TEREZINHA,2206501,1
MG,MONTE SANTO DE MINAS,POSTO DE SAUDE DE MONTE SANTO DE MINAS,2146614,1
MG,OLIVEIRA,HOSPITAL SAO JUDAS TADEU DE OLIVEIRA,2144298,1
MG,PECANHA,HOSPITAL SANTO ANTONIO DE PECANHA,2103257,1
MG,PEDRALVA,SANTA CASA DE MISERICORDIA DE PEDRALVA,2127938,1
MG,PERDIZES,PRONTO ATENDIMENTO MUNICIPAL,2775115,1
MG,PERDOES,SANTA CASA DE MISERICORDIA DE PERDOES,2221985,1
MG,POMPEU,PRONTO ATENDIMENTO MUNICIPAL DE POMPEU,7035489,1
MG,RIACHINHO,HOSPITAL SANTO ANTONIO,2119498,1
MG,RIO POMBA,HOSPITAL SAO VICENTE DE PAULO RIO POMBA,2149419,1
MG,SABINOPOLIS,HOSPITAL SAO SEBASTIAO DE SABINOPOLIS,2135914,1
MG,SAO FRANCISCO DE SALES,CASA DE SAUDE DR NELSON JACINTO BORGES,2201410,1
MG,SAO JOAO NEPOMUCENO,POLICLINICA MICROREGIONAL DE SAO JOAO NEPOMUCENO,2142104,1
MG,TAQUARACU DE MINAS,TAQUARACU DE MINAS UNIDADE DE SAUDE MURILO MARCELO BARROS,2186489,1
MG,TOLEDO,UBS DE TOLEDO,2212609,1
MG,TOMBOS,PRONTO SOCORRO MUNICIPAL,2109085,1
MG,TURMALINA,HOSPITAL SAO VICENTE TURMALINA,2135108,1
MG,UBA,CASA DE SAUDE PADRE DAMIAO,2195429,1
MG,UBERABA,CASA DE SAUDE SAO JOSE,2165481,1
MG,UBERABA,HOSPITAL DOUTOR HELIO ANGOTTI,2165058,1
MG,UBERABA,HOSPITAL SAO MARCOS DE UBERABA LTDA,3435075,1
MG,UNIAO DE MINAS,SANTA CASA DE UNIAO,2206552,1
MG,URUCUIA,HOSPITAL MUNICIPAL GRICIA LISBOA DE REZENDE,2119501,1
MG,VARGINHA,SEMUS,6513999,1
MG,VICOSA,HOSPITAL SAO SEBASTIAO,2099454,1
MS,AGUA CLARA,HOSPITAL MUNICIPAL NOSSA SENHORA APARECIDA,2371618,1
MS,ALCINOPOLIS,UNIDADE BASICA DE SAUDE DE ALCINOPOLIS,2659611,1
MS,ARAL MOREIRA,HOSPITAL E MATERNIDADE SANTA LUZIA,2558300,1
MS,BONITO,HOSPITAL JOAO BIGATON,2376474,1
MS,CAMPO GRANDE,ASSOCIACAO DE AMPARO A MATERNIDADE E A INFANCIA AAMI,9768,1
MS,CAMPO GRANDE,SESAU CRS DR JOAO PEREIRA DA ROSA JARDIM AERO RANCHO,10243,1
MS,CAMPO GRANDE,SESAU CRS DR WALDECK FLETNER DE CASTRO MAIA COOPHAVILA II,10111,1
MS,CAMPO GRANDE,SESAU UNIDADE DE SUPORTE AVANCADA USA 02 CORONEL ANTONINO,6937624,1
MS,CAMPO GRANDE,SESAU UPA DR ALESSANDRO MARTINS DE SOUZA E S VILA ALMEIDA,10081,1
MS,CAMPO GRANDE,SESAU UPA JOEL RODRIGUES DA ROCHA VILA MORENINHA III,7924798,1
MS,DEODAPOLIS,HOSPITAL MUNICIPAL CRISTO REI,2558580,1
MS,MUNDO NOVO,HOSPITAL BENEFICENTE DR BEZERRA DE MENEZES,2536862,1
MS,PARANHOS,HOSPITAL MATERNIDADE NOSSA SENHORA DA CONCEICAO,2710463,1
MS,RIO NEGRO,HOSPITAL E MAT IDIMAQUE PAES FERREIRA,2710455,1
MS,TACURU,HOSPITAL MUNICIPAL SAO SEBASTIAO,2376873,1
MS,TERENOS,U B S DR SAMUEL CHAIA JACOB,2371774,1
MT,ALTO PARAGUAI,PRONTO ATENDIMENTO DE ALTO PARAGUAI,7502664,1
MT,CASTANHEIRA,SECRETARIA MUNICIPAL DE SAUDE DE CASTANHEIRA,6287816,1
MT,CASTANHEIRA,UNIDADE DE PRONTO ATENDIMENTO,7228457,1
MT,CUIABA,HOSPITAL JARDIM CUIABA,2674955,1
MT,NOVA MONTE VERDE,UNIDADE MISTA DE SAUDE IGNACIO KONOPKA,2471205,1
MT,NOVO SAO JOAQUIM,HOSPITAL MUNICIPAL NOSSA SENHORA DE LURDES,2395509,1
MT,RONDONOPOLIS,SANTA CASA DE RONDONOPOLIS,2396866,1
MT,SAO JOSE DO RIO CLARO,SECRETARIA MUNICIPAL DE SAUDE DE SAO JOSE DO RIO CLARO,4070135,1
MT,TABAPORA,HOSPITAL MUNICIPAL DE TABAPORA,2392801,1
MT,TANGARA DA SERRA,USF VILA GOIANIA TANGARA DA SERRA,2472295,1
MT,VARZEA GRANDE,HOSPITAL SAO LUCAS,2391570,1
MT,VILA BELA DA SANTISSIMA TRINDADE,SECRETARIA MUNICIPAL DE SAUDE DE VILA BELA,6075614,1
PA,ANANINDEUA,HOSPITAL ANITA GEROSA,2615835,1
PA,ANANINDEUA,UNIMED BR HOSPITAL JULIO NOBRE CRUZ,6535267,1
PA,BAGRE,HOSPITAL MUNICIPAL DE BAGRE,7773250,1
PA,BELEM,HOSPITAL SANTA CLARA,2333228,1
PA,BELEM,LABORATORIO BENEFICENTE DE BELEM,3019837,1
PA,BELEM,MATERNIDADE SAUDE DA CRIANCA,5332419,1
PA,BELTERRA,SECRETARIA DE SAUDE DE BELTERRA,6671004,1
PA,BREU BRANCO,UNIDADE MISTA DE SAUDE DR INACIO GABRIEL,2678500,1
PA,BREVES,HOSPITAL DE CAMPANHA COVI19 BREVES,156507,1
PA,CAPITAO POCO,AME ASSISTENCIA MEDICA ESPECIALIZADA,9274138,1
PA,DOM ELISEU,SECRETARIA MUNICIPAL DE SAUDE DOM ELISEU,6354726,1
PA,FLORESTA DO ARAGUAIA,HOSPITAL MUNICIPAL DE FLORESTA DO ARAGUAIA,2418673,1
PA,IPIXUNA DO PARA,HOSPITAL GERAL DE IPIXUNA DO PARA,9633758,1
PA,MARITUBA,HOSPITAL DA DIVINA PROVIDENCIA,2619717,1
PA,MARITUBA,HOSPITAL DR AUGUSTO CHAVES,2316471,1
PA,MOCAJUBA,SECRETARIA MUNICIPAL DE SAUDE DE MOCAJUBA,6601308,1
PA,NOVO REPARTIMENTO,SERMEDE,6311059,1
PA,REDENCAO,HOSPITAL MUNICIPAL DR PEDRO PAULO BARCAUI,2504901,1
PA,RONDON DO PARA,CLINICA MONTE SINAI,2677040,1
PA,SANTA LUZIA DO PARA,UNIDADE DE VIGILANCIA EM SAUDE DE SANTA LUZIA DO PARA,9974377,1
PA,SANTA MARIA DO PARA,HOSPITAL DA ORDEM TERCEIRA UNIDADE DE SANTA MARIA DO PARA,2674785,1
PA,SANTAREM,HOSPITAL E MATERNIDADE SAGRADA FAMILIA,2329891,1
PA,SANTAREM NOVO,UNIDADE BASICA DE SANTAREM NOVO,2315459,1
PA,TRAIRAO,SECRETARIA MUNICIPAL DE SAUDE DE TRAIRAO,6758622,1
PB,ALAGOINHA,SECRETARIA DE SAUDE DE ALAGOINHA,6427375,1
PB,ALHANDRA,SERVICO DE ATENDIMENTO MOVEL EM URGENCIA AVANCADA ALHANDRA,7067984,1
PB,AREIA,HOSPITAL DR HERCILIO RODRIGUES,6499198,1
PB,BELEM DO BREJO DO CRUZ,HOSPITAL GERAL GERMANO LACERDA DA CUNHA,7175108,1
PB,BONITO DE SANTA FE,HOSPITAL MUNICIPAL HONORINA TAVARES DE ALBUQUERQUE,2321963,1
PB,CAAPORA,HOSPITAL GERAL ANA VIRGINIA,2757672,1
PB,CACIMBA DE DENTRO,HOSPITAL MUNICIPAL,2613409,1
PB,CAICARA,UBS REGINA MOREIRA GOMES ESF II,2341387,1
PB,CASSERENGUE,EMILIA LOPES DA SILVA,6382290,1
PB,COREMAS,HOSPITAL ESTEVAM MARINHO,2592363,1
PB,CUITE DE MAMANGUAPE,CENTRO DE SAUDE MUNICIPAL N S CONCEICAO PSF I,3868508,1
PB,DAMIAO,UBS FLORENTINA HONORATO DA COSTA,2364425,1
PB,GURINHEM,SECRETARIA MUNICIPAL DE SAUDE DE GURINHEM,6379702,1
PB,INGA,SECRETARIA MUNICIPAL DE SAUDE DE INGA,6379605,1
PB,ITAPORANGA,HOSPITAL DISTRITAL DE ITAPORANGA DR JOSE GOMES DA SILVA,2341204,1
PB,ITATUBA,UNID DE SAUDE DA FAMILIA PSF II,2364077,1
PB,JOAO PESSOA,HOSPITAL JOAO PAULO II,3001377,1
PB,JOAO PESSOA,HOSPITAL RESIDENCIAL,3986616,1
PB,JOAO PESSOA,HOSPITAL SAMARITANO,5861330,1
PB,JUAZEIRINHO,HOSPITAL MUNICIPAL DE JUAZEIRINHO,2613697,1
PB,LAGOA SECA,UBSF CAMPINOTE,2592525,1
PB,LUCENA,UNIDADE SAUDE DA FAMILIA V ESTIVA,2343029,1
PB,MARI,UNIDADE DE SAUDE DA FAMILIA PASTO NOVO,2343428,1
PB,MASSARANDUBA,HOSPITAL E MAT MUNICIPAL SANTA TEREZINHA,2613611,1
PB,PATOS,HOSPITAL SAO FRANCISCO,3232514,1
PB,PATOS,UNIDADE DE PRONTO ATENDIMENTO DR OTAVIO PIRES DE LACERDA,7557779,1
PB,PAULISTA,HOSPITAL MUNICIPAL EMERENTINA DANTAS,2613530,1
PB,PICUI,HOSPITAL REGIONAL DE PICUI,2757710,1
PB,PILAR,USF III JACARE,2608790,1
PB,PRINCESA ISABEL,UPA UNIDADE DE PRONTO ATENDIMENTO PRICESA ISABEL,7637802,1
PB,QUIXABA,USF ROBSON CARNEIRO PEREIRA,2321459,1
PB,RIO TINTO,PRONTO ATENDIMENTO DR FRANCISCO PORTO RIO TINTO,2592835,1
PB,RIO TINTO,UNIDADE DE SAUDE DA FAMILIA DA VILA REGINA,2592800,1
PB,SAO DOMINGOS DO CARIRI,UBSF JOSE ISIDORO DOS SANTOS,2607832,1
PB,SOBRADO,UNIDADE DA SAUDE E FAMILIA C GRANDE II,2606844,1
PB,SOUSA,CASA DE SAUDE BOM JESUS,3012611,1
PB,SUME,HOSPITAL E MATERNIDADE ALICE DE ALMEIDA,2611864,1
PB,TAPEROA,HOSPITAL DISTRITAL DE TAPEROA,2757664,1
PE,ABREU E LIMA,HOSPITAL E MATERNIDADE DE ABREU E LIMA,5390044,1
PE,ARARIPINA,SECRETARIA MUNICIPAL DE SAUDE DE ARARIPINA,6563252,1
PE,ARCOVERDE,HOSPITAL DE CAMPANHA COVID 19,9012842,1
PE,BELEM DE SAO FRANCISCO,HOSPITAL DR JOSE ALVENTINO LIMA,2349574,1
PE,BODOCO,SECRETARIA MUNICIPAL DE SAUDE,2345471,1
PE,CABO DE SANTO AGOSTINHO,HOSPITAL DO CABO,7944535,1
PE,CABO DE SANTO AGOSTINHO,SPA GAIBU,2682400,1
PE,CALCADO,U M NOSSA SENHORA DE LOURDES,2351048,1
PE,CAMOCIM DE SAO FELIX,UNIDADE MISTA NOSSA SENHORA DO BOM PARTO,2703386,1
PE,CAPOEIRAS,HOSPITAL MUNICIPAL QUITERIA ALVES VILELA,2346869,1
PE,CHA DE ALEGRIA,UNIDADE MISTA VIRGINIA GUERRA,2315165,1
PE,CUPIRA,DEPARTAMENTO DE VIGILANCIA SANITARIA,7559267,1
PE,FLORES,HOSPITAL GENEZIO FRANCISCO XAVIER,2432471,1
PE,GRANITO,HOSPITAL MUNICIPAL MARIA SENHORINHA DE SOUSA,2702835,1
PE,IGUARACI,UNIDADE MISTA DE IGUARACY,2639297,1
PE,ILHA DE ITAMARACA,HOSPITAL ALZIRA FIGUEIREDO DE ANDRADE OLIVEIRA,2347199,1
PE,IPOJUCA,HOSPITAL DE CAMPANHA COVID 19 IPOJUCA,105457,1
PE,IPOJUCA,SPA CAROZITA BRITO,2427281,1
PE,IPOJUCA,UPA DE CAMELA DR JORGE PONTUAL DE SOUZA LEAO,2711591,1
PE,ITAQUITINGA,UNIDADE MISTA ADELINA AZEVEDO,2499835,1
PE,JABOATAO DOS GUARARAPES,HOSPITAL NOSSA SENHORA DA PIEDADE,3059499,1
PE,MACHADOS,HOSPITAL EDSON ALVARES,2352575,1
PE,MIRANDIBA,UNIDADE MISTA ANA ALVES DE CARVALHO,2702827,1
PE,MOREILANDIA,HOSPITAL MUNICIPAL DR JOSE MIRANDA FILHO,2639270,1
PE,RECIFE,US 133 DISTRITO SANITARIO III RECIFE,6508960,1
PE,RECIFE,US 319 CAPS ESPACO AZUL,2054,1
PE,RIBEIRAO,HOSPITAL MUNICIPAL DO RIBEIRAO,164542,1
PE,SALGADINHO,UNIDADE MISTA MARIA AMELIA,2428164,1
PE,SALOA,HOSPITAL JOSINA GODOY,2638940,1
PE,SANTA CRUZ DO CAPIBARIBE,HOSPITAL DE CAMPANHA SANTA CRUZ DO CAPIBARIBE,127248,1
PE,SANTA MARIA DO CAMBUCA,CENTRO DE SAUDE DE SANTA MARIA DO CAMBUCA,2352311,1
PE,SAO JOSE DO BELMONTE,UNIDADE MISTA LEONIDAS PEREIRA DE MENEZES,2715163,1
PE,TAMANDARE,SECRETARIA DE SAUDE DE TAMANDARE,6578071,1
PE,TERRA NOVA,UNIDADE MISTA JOAQUINA DE SA PARENTE,2639157,1
PI,CORRENTE,H R DR JOAO PACHECO CAVALCANTE,2777770,1
PI,TERESINA,CASAMATER,2323281,1
PI,TERESINA,MATERNIDADE MUNICIPAL PROF WALL FERRAZ,2727064,1
PR,ALTAMIRA DO PARANA,HOSPITAL MUNICIPAL SAO LUIZ DE ALTAMIRA DO PARANA,2733528,1
PR,CAMBE,SECRETARIA MUNICIPAL DE SAUDE,2731045,1
PR,CAMPINA DA LAGOA,HOSPITAL E MATERNIDADE NOSSA SENHORA DAS GRACAS,2733285,1
PR,CAPANEMA,CENTRO DE SAUDE NISI CAPANEMA,2583704,1
PR,CAPITAO LEONIDAS MARQUES,HOSPITAL NOSSA SENHORA APARECIDA,2571811,1
PR,CARAMBEI,CENTRO MUNICIPAL DE SAUDE OTAVIO PEDROSO DE OLIVEIRA,2684462,1
PR,CASCAVEL,CAS CENTRO DE ATENCAO A SAUDE UNIMED DR ALVARO RABELLO,9849262,1
PR,CLEVELANDIA,ASSOCIACAO PRO SAUDE DE CLEVELANDIA,2738120,1
PR,CLEVELANDIA,SMS DE CLEVELANDIA,2799324,1
PR,CORNELIO PROCOPIO,POSTO DE SAUDE DO CAIC,2576929,1
PR,CRUZ MACHADO,HOSPITAL MUNICIPAL SANTA TEREZINHA,2549328,1
PR,CURITIBA,HOSPITAL NOSSA SRA DAS GRACAS MATERNIDADE MATER DEI,2715864,1
PR,CURITIBA,NOSSA SENHORA DE FATIMA HOSPITAL DA MULHER E MATERNIDADE,15717,1
PR,CURITIBA,SEGUNDO CENTRO INT DEFESA AEREA E CONTROLE TRAFEGO AER,5064554,1
PR,DOIS VIZINHOS,NIS II,2666618,1
PR,ENTRE RIOS DO OESTE,HOSPITAL ENTRE RIOS,4052536,1
PR,FOZ DO IGUACU,HOSPITAL UNIMED,2673800,1
PR,FRANCISCO BELTRAO,CEONC,5373190,1
PR,GOIOERE,HOSPITAL SANTA MARIA DE GOIOERE,2733609,1
PR,GUAIRA,UNIDADE CENTRAL DE SAUDE,4052994,1
PR,GUARANIACU,HOSPITAL NOSSA SENHORA DE FATIMA,2573075,1
PR,GUARAPUAVA,INSTITUTO MEDICO VIRMOND FREDERICO G K VIRMOND NETO,3670562,1
PR,IMBITUVA,CENTRO DE SAUDE,2423723,1
PR,IRETAMA,CENTRO DE SAUDE DE IRETAMA,2731568,1
PR,JAGUAPITA,HOSPITAL MUNICIPAL PREFEITO JOAQUIM RODRIGUES DA SILVA,2729407,1
PR,LOANDA,CASA DE SAUDE E MATERNIDADE SANTA CATARINA,2753545,1
PR,LUNARDELLI,HOSPITAL SAO JOAO DO IVAI II,2590166,1
PR,MALLET,HOSPITAL DE CARIDADE SAO PEDRO,2554011,1
PR,MANDAGUARI,SMS DE MANDAGUARI,2585545,1
PR,MARECHAL CANDIDO RONDON,UNIDADE DE PRONTO ATENDIMENTO MARECHAL CANDIDO RONDON,9614990,1
PR,MARINGA,POLICLINICA ZONA NORTE,2586371,1
PR,MARINGA,UNIDADE DE PRONTO ATENDIMENTO UPA ZONA SUL,6986609,1
PR,MARIPA,PRONTO ATENDIMENTO 24 HORAS,9045805,1
PR,MATELANDIA,POSTO DE SAUDE DE AGRO CAFEEIRA,2587890,1
PR,NOVA CANTU,HOSPITAL MUNICIPAL ALVADI MONTICELLI,2733358,1
PR,NOVA ESPERANCA DO SUDOESTE,HOSPITAL SAO MATHEUS NOVA ESPERANCA DO SUDOESTE,2587645,1
PR,NOVA SANTA ROSA,HOSPITAL E MATERNIDADE BENEFICENTE LAR BELEM,2810018,1
PR,NOVA TEBAS,HMAP HOSPITAL MUNICIPAL DR ANTONIO PIETROBON,2587823,1
PR,PALOTINA,SMS DE PALOTINA,6600433,1
PR,PARANAVAI,HOSPITAL UNIMED DE PARANAVAI,2754002,1
PR,PIEN,FUNDACAO HARRY GUIDO GREIPEL,7424981,1
PR,PITANGA,HOSPITAL SAO VICENTE DE PAULO,2742098,1
PR,PONTA GROSSA,HOSPITAL VICENTINO,2686759,1
PR,PORECATU,HOSPITAL MUNICIPAL DE PORECATU,2729423,1
PR,RIBEIRAO DO PINHAL,HNSG HOSPITAL E MATERNIDADE DE RIBEIRAO DO PINHAL,2582465,1
PR,SANTA CECILIA DO PAVAO,UAPSF SANTA CECILIA DO PAVAO,7128398,1
PR,SANTA HELENA,FUNDACAO ATITUDE,5288541,1
PR,SANTA ISABEL DO IVAI,HOSPITAL DE CLINICAS SANTA TEREZA,2753766,1
PR,SANTA IZABEL DO OESTE,CASA DE SAUDE DE SANTA IZABEL DOESTE,2583712,1
PR,SANTA MONICA,NIS II SANTA MONICA,2754495,1
PR,SAO JORGE D'OESTE,HOSPITAL DR JULIO ZAVALA BARRIENTOS,2585030,1
PR,TAMARANA,HOSPITAL SAO FRANCISCO DE TAMARANA,2729520,1
PR,TELEMACO BORBA,HOSPITAL MOURA,9760318,1
PR,TERRA RICA,HOSPITAL MUNICIPAL CRISTO REDENTOR,2753804,1
PR,TUPASSI,HOSPITAL MUNICIPAL PADRE PALMIRO FINATO,2810107,1
PR,UMUARAMA,INSTITUTO NOSSA SENHORA APARECIDA,2594366,1
RJ,ANGRA DOS REIS,PRONTO ATENDIMENTO INFANTIL,3003043,1
RJ,ARARUAMA,NUCLEO DE SAUDE COLETIVA,2272083,1
RJ,BARRA DO PIRAI,HOSPITAL E MATERNIDADE MARIA DE NAZARE,2287927,1
RJ,BARRA MANSA,UNIDADE DE PRONTO ATENDIMENTO EM BARRA MANSA RJ UPA,6042619,1
RJ,BARRA MANSA,UNIDADE DE PRONTO ATENDIMENTO EM BARRA MANSA RJ UPA,7321880,1
RJ,CAMPOS DOS GOYTACAZES,CLINICA CIRURGICA E MATERNIDADE LILIA NEVES,3315916,1
RJ,CAMPOS DOS GOYTACAZES,UNIDADE PRE HOSPITALAR DA SALDANHA MARINHO,2287080,1
RJ,CAMPOS DOS GOYTACAZES,UNIDADE PRE HOSPITALAR DE MORRO DO COCO,2286912,1
RJ,CAMPOS DOS GOYTACAZES,UNIDADE PRE HOSPITALAR DE TRAVESSAO,2287005,1
RJ,DUQUE DE CAXIAS,CASA DE SAUDE E MATERNIDADE SAO JOSE,3003191,1
RJ,ITAGUAI,UNIDADE BASICA DE SAUDE DE CHAPERO,2284987,1
RJ,MACAE,PRONTO SOCORRO PARQUE AEROPORTO,2297825,1
RJ,MACAE,UTI NEONATAL NICOLA ALBANO,3410374,1
RJ,MAGE,HOSPITAL MUNICIPAL DE PIABETA,2278324,1
RJ,MAGE,UNIDADE MISTA DE SURUI,2278391,1
RJ,NATIVIDADE,CENTRO DE SAUDE COLETIVA E VIGILANCIA EM SAUDE,7922841,1
RJ,NITEROI,MATERNIDADE SAO FRANCISCO,6861873,1
RJ,NITEROI,PLACI NITEROI,7202180,1
RJ,NITEROI,SECRETARIA MUNICIPAL DE SAUDE DE NITEROI,7523548,1
RJ,RESENDE,APMIR,2288907,1
RJ,RESENDE,LABORATORIO ARCILIO GUIMARAES,2288591,1
RJ,RESENDE,SANTA CASA DE MISERICORDIA DE RESENDE,2288885,1
RJ,RIO DE JANEIRO,A MEDICINA DIAGNOSTICA CAMPO GRANDE,5185203,1
RJ,RIO DE JANEIRO,AMIU FREGUESIA JPA,3012964,1
RJ,RIO DE JANEIRO,CLINICA PEDIATRICA DA BARRA,5328942,1
RJ,RIO DE JANEIRO,PERINATAL LARANJEIRAS CASA DE SAUDE LARANJEIRAS,2814188,1
RJ,RIO DE JANEIRO,PRO CARDIACO,3187799,1
RJ,RIO DE JANEIRO,SAMCI PRONTO SOCORRO INFANTIL,3067505,1
RJ,RIO DE JANEIRO,SMS RIO HOSPITAL MATERNIDADE ALEXANDER FLEMING,2269945,1
RJ,RIO DE JANEIRO,SMS RIO HOSPITAL RAPHAEL DE PAULA SOUZA,2273349,1
RJ,SAO FIDELIS,CENTRO MUNICIPAL DE VIGILANCIA EM SAUDE,5912008,1
RJ,SAO GONCALO,HOSPITAL DE CAMPANHA COVID 19 SAO GONCALO,148547,1
RJ,SAO JOAO DE MERITI,POSTO MEDICO SANITARIO DE EDEN,2274884,1
RJ,SAO JOAO DE MERITI,SES RJ HOSPITAL DA MULHER HELONEIDA STUDART,6518893,1
RN,BARAUNA,HOSPITAL E MATERNIDADE FRANCISCO BEZERRA SOBRINHO,2407833,1
RN,BENTO FERNANDES,UNIDADE MISTA DE SAUDE BEATRIZ RODRIGUEZ DA SILVEIRA,5498457,1
RN,BREJINHO,HOSPITAL MATERNIDADE MARIA DAS NEVES,2375206,1
RN,JOAO CAMARA,HOSPITAL REGIONAL DE JOAO CAMARA,2474751,1
RN,MACAU,HOSPITAL MUNICIPAL ANTONIO FERRAZ,2474328,1
RN,MONTANHAS,UNIDADE MISTA SANTA ISABEL,7503407,1
