UF;Municipio;Unidade;Notificações
MG;BOM JESUS DO GALHO;CENTRO DE SAUDE DE BOM JESUS DO GALHO;   1
MG;BONFINOPOLIS DE MINAS;HOSPITAL DE PEQUENO PORTE DE BONFINOPOLIS DE MINAS;   1
MG;BORDA DA MATA;PRONTO SOCORRO MUNICIPAL MOSENHOR PEDRO CINTRA;   1
MG;BUENO BRANDAO;HOSPITAL E MAT SENHOR BOM JESUS BUENO BRANDAO;   1
MG;CABO VERDE;ASSOCIACAO DO HOSPITAL SAO FRANCISCO;   1
MG;CACHOEIRA DE PAJEU;HOSPITAL DR OTAVIO GONCALVES;   1
MG;CAMBUI;HOSPITAL ANA MOREIRA SALLES CAMBUI;   1
MG;CAMPO DO MEIO;HOSPITAL MUNICIPAL ANTONIO REIS;   1
MG;CAMPOS ALTOS;SANTA CASA DE CAMPOS ALTOS;   1
MG;CAMPOS GERAIS;HOSPITAL SAO VICENTE DE PAULA;   1
MG;CANDEIAS;HOSPITAL CARLOS CHAGAS;   1
MG;CAPELINHA;FUNDACAO HOSPITALAR SAO VICENTE DE PAULO;   1
MG;CAPITOLIO;SANTA CASA DE CARIDADE DE CAPITOLIO;   1
MG;CARATINGA;SUPERINTENDENCIA DE VIGILANCIA EM SAUDE;   1
MG;CARMO DA CACHOEIRA;HOSPITAL NOSSA SENHORA DO CARMO;   1
MG;CARMO DA MATA;HOSPITAL OLINTO FERREIRA DINIZ CARMO DA MATA;   1
MG;CAXAMBU;POLICLINICA DE CAXAMBU;   1
MG;CLAUDIO;SANTA CASA DE MISERICORDIA CLAUDIO;   1
MG;COMENDADOR GOMES;CENTRO DE SAUDE DE COMENDADOR GOMES;   1
MG;CONCEICAO DA APARECIDA;HOSPITAL MUNICIPAL JOAO AMELIO FREIRE;   1
MG;CONSELHEIRO LAFAIETE;HOSPITAL MUNICIPAL DE CONSELHEIRO LAFAIETE;   1
MG;CONSELHEIRO LAFAIETE;HOSPITAL SAO CAMILO;   1
MG;CONTAGEM;CLINICA JK;   1
MG;CONTAGEM;UNIDADE PRONTO ATENDIMENTO GERALDO PINTO VIEIRA UPA JK;   1
MG;COQUEIRAL;PRONTO ATENDIMENTO MUNICIPAL;   1
MG;CRUCILANDIA;CRUCILANDIA CENTRO DE SAUDE FREI PIO;   1
MG;DELFINOPOLIS;HOSPITAL MUNICIPAL ELPIDIO RODRIGUES PINTO;   1
MG;DIVINO;HOSPITAL DIVINENSE;   1
MG;DIVINO DAS LARANJEIRAS;HOSPITAL MUNICIPAL DIVINO ESPIRITO SANTO;   1
MG;ELOI MENDES;HOSPITAL NOSSA SENHORA DA PIEDADE;   1
MG;ENTRE RIOS DE MINAS;HOSPITAL CASSIANO CAMPOLINA;   1
MG;ESTIVA;SANTA CASA E MAT N S DE FATIMA ESTIVA;   1
MG;EXTREMA;SECRETARIA MUNICIPAL DE SAUDE EXTREMA;   1
MG;GOVERNADOR VALADARES;HOSPITAL NOSSA SENHORA DAS GRACAS;   1
MG;GRAO MOGOL;HOSPITAL AFRANIO AUGUSTO FIGUEIREDO;   1
MG;GUARANESIA;SANTA CASA DE CARIDADE DE GUARANESIA;   1
MG;INHAPIM;HOSPITAL SAO SEBASTIAO DE INHAPIM;   1
MG;IPANEMA;PRONTO ATENDIMENTO MUNICIPAL DE IPANEMA;   1
MG;ITABIRINHA;HOSPITAL SAO LUCAS DE ITABIRINHA;   1
MG;ITAJUBA;VIGILANCIA EPIDEMIOLOGICA DE ITAJUBA;   1
MG;ITAMARANDIBA;HOSPITAL MUNICIPAL GERALDO FERREIRA GANDRA;   1
MG;ITAPECERICA;SANTA CASA DE ITAPECERICA;   1
MG;ITINGA;SMS DE ITINGA;   1
MG;JACUTINGA;PRONTO SOCMUNDRAMERICO PPENNACCHI JACUTINGA;   1
MG;JUIZ DE FORA;HOSPITAL SAO VICENTE DE PAULO DE JUIZ DE FORA;   1
MG;LAGAMAR;UNIDADE MISTA DE SAUDE DE LAGAMAR;   1
MG;LAGOA DA PRATA;UPA GERALDO DINIZ BORGES;   1
MG;LAJINHA;PRONTO ATENDIMENTO MUNICIPAL LAJINHA;   1
MG;LAMBARI;HOSPITAL SAO VICENTE DE PAULO;   1
MG;LUZ;HOSPITAL SENHORA APARECIDA DE LUZ;   1
MG;MATEUS LEME;MATEUS LEME HOSPITAL SANTA TEREZINHA;   1
MG;MATIAS BARBOSA;POLICLINICA MUNICIPAL DE MATIAS BARBOSA;   1
MG;MONTE BELO;HOSPITAL E MATERNIDADE FREI FRANCISCO STIENEN;   1
MG;MONTE CARMELO;HOSPITAL SANTA TEREZINHA;   1
MG;MONTE SANTO DE MINAS;POSTO DE SAUDE DE MONTE SANTO DE MINAS;   1
MG;OLIVEIRA;HOSPITAL SAO JUDAS TADEU DE OLIVEIRA;   1
MG;PECANHA;HOSPITAL SANTO ANTONIO DE PECANHA;   1
MG;PEDRALVA;SANTA CASA DE MISERICORDIA DE PEDRALVA;   1
MG;PERDIZES;PRONTO ATENDIMENTO MUNICIPAL;   1
MG;PERDOES;SANTA CASA DE MISERICORDIA DE PERDOES;   1
MG;POMPEU;PRONTO ATENDIMENTO MUNICIPAL DE POMPEU;   1
MG;RIACHINHO;HOSPITAL SANTO ANTONIO;   1
MG;RIO POMBA;HOSPITAL SAO VICENTE DE PAULO RIO POMBA;   1
MG;SABINOPOLIS;HOSPITAL SAO SEBASTIAO DE SABINOPOLIS;   1
MG;SAO FRANCISCO DE SALES;CASA DE SAUDE DR NELSON JACINTO BORGES;   1
MG;SAO JOAO NEPOMUCENO;POLICLINICA MICROREGIONAL DE SAO JOAO NEPOMUCENO;   1
MG;TAQUARACU DE MINAS;TAQUARACU DE MINAS UNIDADE DE SAUDE MURILO MARCELO BARROS;   1
MG;TOLEDO;UBS DE TOLEDO;   1
MG;TOMBOS;PRONTO SOCORRO MUNICIPAL;   1
MG;TURMALINA;HOSPITAL SAO VICENTE TURMALINA;   1
MG;UBA;CASA DE SAUDE PADRE DAMIAO;   1
MG;UBERABA;CASA DE SAUDE SAO JOSE;   1
MG;UBERABA;HOSPITAL DOUTOR HELIO ANGOTTI;   1
MG;UBERABA;HOSPITAL SAO MARCOS DE UBERABA LTDA;   1
MG;UNIAO DE MINAS;SANTA CASA DE UNIAO;   1
MG;URUCUIA;HOSPITAL MUNICIPAL GRICIA LISBOA DE REZENDE;   1
MG;VARGINHA;SEMUS;   1
MG;VICOSA;HOSPITAL SAO SEBASTIAO;   1
MS;AGUA CLARA;HOSPITAL MUNICIPAL NOSSA SENHORA APARECIDA;   1
MS;ALCINOPOLIS;UNIDADE BASICA DE SAUDE DE ALCINOPOLIS;   1
MS;ARAL MOREIRA;HOSPITAL E MATERNIDADE SANTA LUZIA;   1
MS;BONITO;HOSPITAL JOAO BIGATON;   1
MS;CAMPO GRANDE;ASSOCIACAO DE AMPARO A MATERNIDADE E A INFANCIA AAMI;   1
MS;CAMPO GRANDE;SESAU CRS DR JOAO PEREIRA DA ROSA JARDIM AERO RANCHO;   1
MS;CAMPO GRANDE;SESAU CRS DR WALDECK FLETNER DE CASTRO MAIA COOPHAVILA II;   1
MS;CAMPO GRANDE;SESAU UNIDADE DE SUPORTE AVANCADA USA 02 CORONEL ANTONINO;   1
MS;CAMPO GRANDE;SESAU UPA DR ALESSANDRO MARTINS DE SOUZA E S VILA ALMEIDA;   1
MS;CAMPO GRANDE;SESAU UPA JOEL RODRIGUES DA ROCHA VILA MORENINHA III;   1
MS;DEODAPOLIS;HOSPITAL MUNICIPAL CRISTO REI;   1
MS;MUNDO NOVO;HOSPITAL BENEFICENTE DR BEZERRA DE MENEZES;   1
MS;PARANHOS;HOSPITAL MATERNIDADE NOSSA SENHORA DA CONCEICAO;   1
MS;RIO NEGRO;HOSPITAL E MAT IDIMAQUE PAES FERREIRA;   1
MS;TACURU;HOSPITAL MUNICIPAL SAO SEBASTIAO;   1
MS;TERENOS;U B S DR SAMUEL CHAIA JACOB;   1
MT;ALTO PARAGUAI;PRONTO ATENDIMENTO DE ALTO PARAGUAI;   1
MT;CASTANHEIRA;SECRETARIA MUNICIPAL DE SAUDE DE CASTANHEIRA;   1
MT;CASTANHEIRA;UNIDADE DE PRONTO ATENDIMENTO;   1
MT;CUIABA;HOSPITAL JARDIM CUIABA;   1
MT;NOVA MONTE VERDE;UNIDADE MISTA DE SAUDE IGNACIO KONOPKA;   1
MT;NOVO SAO JOAQUIM;HOSPITAL MUNICIPAL NOSSA SENHORA DE LURDES;   1
MT;RONDONOPOLIS;SANTA CASA DE RONDONOPOLIS;   1
MT;SAO JOSE DO RIO CLARO;SECRETARIA MUNICIPAL DE SAUDE DE SAO JOSE DO RIO CLARO;   1
MT;TABAPORA;HOSPITAL MUNICIPAL DE TABAPORA;   1
MT;TANGARA DA SERRA;USF VILA GOIANIA TANGARA DA SERRA;   1
MT;VARZEA GRANDE;HOSPITAL SAO LUCAS;   1
MT;VILA BELA DA SANTISSIMA TRINDADE;SECRETARIA MUNICIPAL DE SAUDE DE VILA BELA;   1
PA;ANANINDEUA;HOSPITAL ANITA GEROSA;   1
PA;ANANINDEUA;UNIMED BR HOSPITAL JULIO NOBRE CRUZ;   1
PA;BAGRE;HOSPITAL MUNICIPAL DE BAGRE;   1
PA;BELEM;HOSPITAL SANTA CLARA;   1
PA;BELEM;LABORATORIO BENEFICENTE DE BELEM;   1
PA;BELTERRA;SECRETARIA DE SAUDE DE BELTERRA;   1
PA;BREU BRANCO;UNIDADE MISTA DE SAUDE DR INACIO GABRIEL;   1
PA;BREVES;HOSPITAL DE CAMPANHA COVI19 BREVES;   1
PA;CAPITAO POCO;AME ASSISTENCIA MEDICA ESPECIALIZADA;   1
PA;DOM ELISEU;SECRETARIA MUNICIPAL DE SAUDE DOM ELISEU;   1
PA;FLORESTA DO ARAGUAIA;HOSPITAL MUNICIPAL DE FLORESTA DO ARAGUAIA;   1
PA;IPIXUNA DO PARA;HOSPITAL GERAL DE IPIXUNA DO PARA;   1
PA;MARITUBA;HOSPITAL DA DIVINA PROVIDENCIA;   1
PA;MARITUBA;HOSPITAL DR AUGUSTO CHAVES;   1
PA;MOCAJUBA;SECRETARIA MUNICIPAL DE SAUDE DE MOCAJUBA;   1
PA;NOVO REPARTIMENTO;SERMEDE;   1
PA;REDENCAO;HOSPITAL MUNICIPAL DR PEDRO PAULO BARCAUI;   1
PA;RONDON DO PARA;CLINICA MONTE SINAI;   1
PA;SANTA LUZIA DO PARA;UNIDADE DE VIGILANCIA EM SAUDE DE SANTA LUZIA DO PARA;   1
PA;SANTA MARIA DO PARA;HOSPITAL DA ORDEM TERCEIRA UNIDADE DE SANTA MARIA DO PARA;   1
PA;SANTAREM;HOSPITAL E MATERNIDADE SAGRADA FAMILIA;   1
PA;SANTAREM NOVO;UNIDADE BASICA DE SANTAREM NOVO;   1
PA;TRAIRAO;SECRETARIA MUNICIPAL DE SAUDE DE TRAIRAO;   1
PB;ALAGOINHA;SECRETARIA DE SAUDE DE ALAGOINHA;   1
PB;ALHANDRA;SERVICO DE ATENDIMENTO MOVEL EM URGENCIA AVANCADA ALHANDRA;   1
PB;AREIA;HOSPITAL DR HERCILIO RODRIGUES;   1
PB;BELEM DO BREJO DO CRUZ;HOSPITAL GERAL GERMANO LACERDA DA CUNHA;   1
PB;BONITO DE SANTA FE;HOSPITAL MUNICIPAL HONORINA TAVARES DE ALBUQUERQUE;   1
PB;CAAPORA;HOSPITAL GERAL ANA VIRGINIA;   1
PB;CACIMBA DE DENTRO;HOSPITAL MUNICIPAL;   1
PB;CAICARA;UBS REGINA MOREIRA GOMES ESF II;   1
PB;CASSERENGUE;EMILIA LOPES DA SILVA;   1
PB;COREMAS;HOSPITAL ESTEVAM MARINHO;   1
PB;CUITE DE MAMANGUAPE;CENTRO DE SAUDE MUNICIPAL N S CONCEICAO PSF I;   1
PB;DAMIAO;UBS FLORENTINA HONORATO DA COSTA;   1
PB;GURINHEM;SECRETARIA MUNICIPAL DE SAUDE DE GURINHEM;   1
PB;INGA;SECRETARIA MUNICIPAL DE SAUDE DE INGA;   1
PB;ITAPORANGA;HOSPITAL DISTRITAL DE ITAPORANGA DR JOSE GOMES DA SILVA;   1
PB;ITATUBA;UNID DE SAUDE DA FAMILIA PSF II;   1
PB;JOAO PESSOA;HOSPITAL JOAO PAULO II;   1
PB;JOAO PESSOA;HOSPITAL RESIDENCIAL;   1
PB;JOAO PESSOA;HOSPITAL SAMARITANO;   1
PB;JUAZEIRINHO;HOSPITAL MUNICIPAL DE JUAZEIRINHO;   1
PB;LAGOA SECA;UBSF CAMPINOTE;   1
PB;LUCENA;UNIDADE SAUDE DA FAMILIA V ESTIVA;   1
PB;MARI;UNIDADE DE SAUDE DA FAMILIA PASTO NOVO;   1
PB;MASSARANDUBA;HOSPITAL E MAT MUNICIPAL SANTA TEREZINHA;   1
PB;PATOS;HOSPITAL SAO FRANCISCO;   1
PB;PATOS;UNIDADE DE PRONTO ATENDIMENTO DR OTAVIO PIRES DE LACERDA;   1
PB;PAULISTA;HOSPITAL MUNICIPAL EMERENTINA DANTAS;   1
PB;PICUI;HOSPITAL REGIONAL DE PICUI;   1
PB;PILAR;USF III JACARE;   1
PB;PRINCESA ISABEL;UPA UNIDADE DE PRONTO ATENDIMENTO PRICESA ISABEL;   1
PB;QUIXABA;USF ROBSON CARNEIRO PEREIRA;   1
PB;RIO TINTO;PRONTO ATENDIMENTO DR FRANCISCO PORTO RIO TINTO;   1
PB;RIO TINTO;UNIDADE DE SAUDE DA FAMILIA DA VILA REGINA;   1
PB;SAO DOMINGOS DO CARIRI;UBSF JOSE ISIDORO DOS SANTOS;   1
PB;SOBRADO;UNIDADE DA SAUDE E FAMILIA C GRANDE II;   1
PB;SOUSA;CASA DE SAUDE BOM JESUS;   1
PB;SUME;HOSPITAL E MATERNIDADE ALICE DE ALMEIDA;   1
PB;TAPEROA;HOSPITAL DISTRITAL DE TAPEROA;   1
PE;ABREU E LIMA;HOSPITAL E MATERNIDADE DE ABREU E LIMA;   1
PE;ARARIPINA;SECRETARIA MUNICIPAL DE SAUDE DE ARARIPINA;   1
PE;ARCOVERDE;HOSPITAL DE CAMPANHA COVID 19;   1
PE;BELEM DE SAO FRANCISCO;HOSPITAL DR JOSE ALVENTINO LIMA;   1
PE;BODOCO;SECRETARIA MUNICIPAL DE SAUDE;   1
PE;CABO DE SANTO AGOSTINHO;HOSPITAL DO CABO;   1
PE;CABO DE SANTO AGOSTINHO;SPA GAIBU;   1
PE;CALCADO;U M NOSSA SENHORA DE LOURDES;   1
PE;CAMOCIM DE SAO FELIX;UNIDADE MISTA NOSSA SENHORA DO BOM PARTO;   1
PE;CAPOEIRAS;HOSPITAL MUNICIPAL QUITERIA ALVES VILELA;   1
PE;CHA DE ALEGRIA;UNIDADE MISTA VIRGINIA GUERRA;   1
PE;CUPIRA;DEPARTAMENTO DE VIGILANCIA SANITARIA;   1
PE;FLORES;HOSPITAL GENEZIO FRANCISCO XAVIER;   1
PE;GRANITO;HOSPITAL MUNICIPAL MARIA SENHORINHA DE SOUSA;   1
PE;IGUARACI;UNIDADE MISTA DE IGUARACY;   1
PE;ILHA DE ITAMARACA;HOSPITAL ALZIRA FIGUEIREDO DE ANDRADE OLIVEIRA;   1
PE;IPOJUCA;HOSPITAL DE CAMPANHA COVID 19 IPOJUCA;   1
PE;IPOJUCA;SPA CAROZITA BRITO;   1
PE;IPOJUCA;UPA DE CAMELA DR JORGE PONTUAL DE SOUZA LEAO;   1
PE;ITAQUITINGA;UNIDADE MISTA ADELINA AZEVEDO;   1
PE;JABOATAO DOS GUARARAPES;HOSPITAL NOSSA SENHORA DA PIEDADE;   1
PE;MACHADOS;HOSPITAL EDSON ALVARES;   1
PE;MIRANDIBA;UNIDADE MISTA ANA ALVES DE CARVALHO;   1
PE;MOREILANDIA;HOSPITAL MUNICIPAL DR JOSE MIRANDA FILHO;   1
PE;RECIFE;US 133 DISTRITO SANITARIO III RECIFE;   1
PE;RECIFE;US 319 CAPS ESPACO AZUL;   1
PE;RIBEIRAO;HOSPITAL MUNICIPAL DO RIBEIRAO;   1
PE;SALGADINHO;UNIDADE MISTA MARIA AMELIA;   1
PE;SALOA;HOSPITAL JOSINA GODOY;   1
PE;SANTA CRUZ DO CAPIBARIBE;HOSPITAL DE CAMPANHA SANTA CRUZ DO CAPIBARIBE;   1
PE;SANTA MARIA DO CAMBUCA;CENTRO DE SAUDE DE SANTA MARIA DO CAMBUCA;   1
PE;SAO JOSE DO BELMONTE;UNIDADE MISTA LEONIDAS PEREIRA DE MENEZES;   1
PE;TAMANDARE;SECRETARIA DE SAUDE DE TAMANDARE;   1
PE;TERRA NOVA;UNIDADE MISTA JOAQUINA DE SA PARENTE;   1
PI;CORRENTE;H R DR JOAO PACHECO CAVALCANTE;   1
PI;TERESINA;CASAMATER;   1
PI;TERESINA;MATERNIDADE MUNICIPAL PROF WALL FERRAZ;   1
PR;ALTAMIRA DO PARANA;HOSPITAL MUNICIPAL SAO LUIZ DE ALTAMIRA DO PARANA;   1
PR;CAMBE;SECRETARIA MUNICIPAL DE SAUDE;   1
PR;CAMPINA DA LAGOA;HOSPITAL E MATERNIDADE NOSSA SENHORA DAS GRACAS;   1
PR;CAPANEMA;CENTRO DE SAUDE NISI CAPANEMA;   1
PR;CAPITAO LEONIDAS MARQUES;HOSPITAL NOSSA SENHORA APARECIDA;   1
PR;CARAMBEI;CENTRO MUNICIPAL DE SAUDE OTAVIO PEDROSO DE OLIVEIRA;   1
PR;CASCAVEL;CAS CENTRO DE ATENCAO A SAUDE UNIMED DR ALVARO RABELLO;   1
PR;CLEVELANDIA;ASSOCIACAO PRO SAUDE DE CLEVELANDIA;   1
PR;CLEVELANDIA;SMS DE CLEVELANDIA;   1
PR;CORNELIO PROCOPIO;POSTO DE SAUDE DO CAIC;   1
PR;CRUZ MACHADO;HOSPITAL MUNICIPAL SANTA TEREZINHA;   1
PR;CURITIBA;HOSPITAL NOSSA SRA DAS GRACAS MATERNIDADE MATER DEI;   1
PR;CURITIBA;NOSSA SENHORA DE FATIMA HOSPITAL DA MULHER E MATERNIDADE;   1
PR;CURITIBA;SEGUNDO CENTRO INT DEFESA AEREA E CONTROLE TRAFEGO AER;   1
PR;DOIS VIZINHOS;NIS II;   1
PR;ENTRE RIOS DO OESTE;HOSPITAL ENTRE RIOS;   1
PR;FOZ DO IGUACU;HOSPITAL UNIMED;   1
PR;FRANCISCO BELTRAO;CEONC;   1
PR;GOIOERE;HOSPITAL SANTA MARIA DE GOIOERE;   1
PR;GUAIRA;UNIDADE CENTRAL DE SAUDE;   1
PR;GUARANIACU;HOSPITAL NOSSA SENHORA DE FATIMA;   1
PR;GUARAPUAVA;INSTITUTO MEDICO VIRMOND FREDERICO G K VIRMOND NETO;   1
PR;IMBITUVA;CENTRO DE SAUDE;   1
PR;IRETAMA;CENTRO DE SAUDE DE IRETAMA;   1
PR;JAGUAPITA;HOSPITAL MUNICIPAL PREFEITO JOAQUIM RODRIGUES DA SILVA;   1
PR;LOANDA;CASA DE SAUDE E MATERNIDADE SANTA CATARINA;   1
PR;LUNARDELLI;HOSPITAL SAO JOAO DO IVAI II;   1
PR;MALLET;HOSPITAL DE CARIDADE SAO PEDRO;   1
PR;MANDAGUARI;SMS DE MANDAGUARI;   1
PR;MARECHAL CANDIDO RONDON;UNIDADE DE PRONTO ATENDIMENTO MARECHAL CANDIDO RONDON;   1
PR;MARINGA;POLICLINICA ZONA NORTE;   1
PR;MARINGA;UNIDADE DE PRONTO ATENDIMENTO UPA ZONA SUL;   1
PR;MARIPA;PRONTO ATENDIMENTO 24 HORAS;   1
PR;MATELANDIA;POSTO DE SAUDE DE AGRO CAFEEIRA;   1
PR;NOVA CANTU;HOSPITAL MUNICIPAL ALVADI MONTICELLI;   1
PR;NOVA ESPERANCA DO SUDOESTE;HOSPITAL SAO MATHEUS NOVA ESPERANCA DO SUDOESTE;   1
PR;NOVA SANTA ROSA;HOSPITAL E MATERNIDADE BENEFICENTE LAR BELEM;   1
PR;NOVA TEBAS;HMAP HOSPITAL MUNICIPAL DR ANTONIO PIETROBON;   1
PR;PALOTINA;SMS DE PALOTINA;   1
PR;PARANAVAI;HOSPITAL UNIMED DE PARANAVAI;   1
PR;PIEN;FUNDACAO HARRY GUIDO GREIPEL;   1
PR;PITANGA;HOSPITAL SAO VICENTE DE PAULO;   1
PR;PONTA GROSSA;HOSPITAL VICENTINO;   1
PR;PORECATU;HOSPITAL MUNICIPAL DE PORECATU;   1
PR;RIBEIRAO DO PINHAL;HNSG HOSPITAL E MATERNIDADE DE RIBEIRAO DO PINHAL;   1
PR;SANTA CECILIA DO PAVAO;UAPSF SANTA CECILIA DO PAVAO;   1
PR;SANTA HELENA;FUNDACAO ATITUDE;   1
PR;SANTA ISABEL DO IVAI;HOSPITAL DE CLINICAS SANTA TEREZA;   1
PR;SANTA IZABEL DO OESTE;CASA DE SAUDE DE SANTA IZABEL DOESTE;   1
PR;SANTA MONICA;NIS II SANTA MONICA;   1
PR;SAO JORGE D'OESTE;HOSPITAL DR JULIO ZAVALA BARRIENTOS;   1
PR;TAMARANA;HOSPITAL SAO FRANCISCO DE TAMARANA;   1
PR;TELEMACO BORBA;HOSPITAL MOURA;   1
PR;TERRA RICA;HOSPITAL MUNICIPAL CRISTO REDENTOR;   1
PR;TUPASSI;HOSPITAL MUNICIPAL PADRE PALMIRO FINATO;   1
PR;UMUARAMA;INSTITUTO NOSSA SENHORA APARECIDA;   1
RJ;ANGRA DOS REIS;PRONTO ATENDIMENTO INFANTIL;   1
RJ;ARARUAMA;NUCLEO DE SAUDE COLETIVA;   1
RJ;BARRA DO PIRAI;HOSPITAL E MATERNIDADE MARIA DE NAZARE;   1
RJ;CAMPOS DOS GOYTACAZES;CLINICA CIRURGICA E MATERNIDADE LILIA NEVES;   1
RJ;CAMPOS DOS GOYTACAZES;UNIDADE PRE HOSPITALAR DA SALDANHA MARINHO;   1
RJ;CAMPOS DOS GOYTACAZES;UNIDADE PRE HOSPITALAR DE MORRO DO COCO;   1
RJ;CAMPOS DOS GOYTACAZES;UNIDADE PRE HOSPITALAR DE TRAVESSAO;   1
RJ;DUQUE DE CAXIAS;CASA DE SAUDE E MATERNIDADE SAO JOSE;   1
RJ;ITAGUAI;UNIDADE BASICA DE SAUDE DE CHAPERO;   1
RJ;MACAE;PRONTO SOCORRO PARQUE AEROPORTO;   1
RJ;MACAE;UTI NEONATAL NICOLA ALBANO;   1
RJ;MAGE;HOSPITAL MUNICIPAL DE PIABETA;   1
RJ;MAGE;UNIDADE MISTA DE SURUI;   1
RJ;NATIVIDADE;CENTRO DE SAUDE COLETIVA E VIGILANCIA EM SAUDE;   1
RJ;NITEROI;MATERNIDADE SAO FRANCISCO;   1
RJ;NITEROI;PLACI NITEROI;   1
RJ;NITEROI;SECRETARIA MUNICIPAL DE SAUDE DE NITEROI;   1
RJ;RESENDE;APMIR;   1
RJ;RESENDE;LABORATORIO ARCILIO GUIMARAES;   1
RJ;RESENDE;SANTA CASA DE MISERICORDIA DE RESENDE;   1
RJ;RIO DE JANEIRO;A MEDICINA DIAGNOSTICA CAMPO GRANDE;   1
RJ;RIO DE JANEIRO;AMIU FREGUESIA JPA;   1
RJ;RIO DE JANEIRO;CLINICA PEDIATRICA DA BARRA;   1
RJ;RIO DE JANEIRO;PERINATAL LARANJEIRAS CASA DE SAUDE LARANJEIRAS;   1
RJ;RIO DE JANEIRO;PRO CARDIACO;   1
RJ;RIO DE JANEIRO;SAMCI PRONTO SOCORRO INFANTIL;   1
RJ;RIO DE JANEIRO;SMS RIO HOSPITAL MATERNIDADE ALEXANDER FLEMING;   1
RJ;RIO DE JANEIRO;SMS RIO HOSPITAL RAPHAEL DE PAULA SOUZA;   1
RJ;SAO FIDELIS;CENTRO MUNICIPAL DE VIGILANCIA EM SAUDE;   1
RJ;SAO GONCALO;HOSPITAL DE CAMPANHA COVID 19 SAO GONCALO;   1
RJ;SAO JOAO DE MERITI;POSTO MEDICO SANITARIO DE EDEN;   1
RJ;SAO JOAO DE MERITI;SES RJ HOSPITAL DA MULHER HELONEIDA STUDART;   1
RN;BARAUNA;HOSPITAL E MATERNIDADE FRANCISCO BEZERRA SOBRINHO;   1
RN;BENTO FERNANDES;UNIDADE MISTA DE SAUDE BEATRIZ RODRIGUEZ DA SILVEIRA;   1
RN;BREJINHO;HOSPITAL MATERNIDADE MARIA DAS NEVES;   1
RN;JOAO CAMARA;HOSPITAL REGIONAL DE JOAO CAMARA;   1
RN;MACAU;HOSPITAL MUNICIPAL ANTONIO FERRAZ;   1
RN;MONTANHAS;UNIDADE MISTA SANTA ISABEL;   1
RN;MONTE ALEGRE;HOSPITAL MATERNIDADE DR LAVOISIER MAIA;   1
RN;MOSSORO;HOSPITAL UNIMED;   1
RN;NATAL;PRONTOCLINICA DA CRIANCA DR PAULO GURGEL;   1
RN;PARELHAS;HOSPITAL DR JOSE AUGUSTO DANTAS;   1
RN;PRESIDENTE JUSCELINO;HOSPITAL MATERNIDADE DONA TECA;   1
RN;SANTA CRUZ;HOSPITAL MUNICIPAL ALUIZIO BEZERRA;   1
RN;SAO JOSE DE MIPIBU;UNIDADE DE PRONTO ATENDIMENTO GERALDO DE SOUZA;   1
RN;SAO RAFAEL;HOSPITAL MATERNIDADE DR ANTONIO FERREIRA SOBRINHO;   1
RN;SERRA NEGRA DO NORTE;HOSPITAL MARIA CANDIDA DE MEDEIROS MARIZ;   1
RN;SITIO NOVO;UNIDADE MISTA MARIA APARECIDA FERREIRA DE MEDEIROS;   1
RN;TAIPU;HOSPITAL MUNICIPAL MATERNIDADE DE TAIPU JOAO ENFERMEIRO;   1
RN;VERA CRUZ;UNIDADE BASICA DE SAUDE DA FAMILIA;   1
RO;ARIQUEMES;UNIDADE DE PRONTO ATENDIMENTO DE ARIQUEMES UPA 24 HS;   1
RO;JI-PARANA;DIVISAO DE VIGILANCIA EPIDEMIOLOGICA;   1
RO;NOVA MAMORE;HOSPITAL ANTONIO LUIZ DE MACEDO NOVA MAMORE;   1
RO;OURO PRETO DO OESTE;HOSPITAL SAO LUCAS DE OURO PRETO;   1
RO;PORTO VELHO;HOSPITAL REGIONAL DE EXTREMA;   1
RO;URUPA;HOSPITAL MUNICIPAL DE URUPA JORGE CARDOSO DE SA;   1
RS;AJURICABA;UNIDADE DE SAUDE 02;   1
RS;ALPESTRE;POSTO DE SAUDE DE ALPESTRE ESF IV;   1
RS;ANTA GORDA;HOSPITAL BENEFICENTE PADRE CATELLI;   1
RS;ANTONIO PRADO;HOSPITAL SAO JOSE;   1
RS;ARROIO DO SAL;ESF CENTRO;   1
RS;BAGE;HOSPITAL UNIVERSITARIO URCAMP;   1
RS;BAGE;UPA PADRE HONORINO JOAO MURARO;   1
RS;BARAO;SOCIEDADE BENEFICIENTE HOSPITAL SAO JOSE;   1
RS;BARRA FUNDA;POSTO DE SAUDE BARRA FUNDA;   1
RS;CAMPINAS DO SUL;SECRETARIA MUNICIPAL DE SAUDE DE CAMPINAS DO SUL;   1
RS;CANDIDO GODOI;POSTO DE SAUDE UNIDADE DO PSF CANDIDO GODOI;   1
RS;CHARRUA;UBS CHARRUA;   1
RS;CIDREIRA;CENTRO INTEGRADO DE SAUDE EVA DIAS MELLO;   1
RS;DAVID CANABARRO;UBS ANTONIO SEGANFREDO;   1
RS;DOIS LAJEADOS;HOSPITAL DE CARIDADE SAO ROQUE;   1
RS;DOM FELICIANO;ASDOMF;   1
RS;DOM FELICIANO;SECRETARIA MUNICIPAL DA SAUDE DE DOM FELICIANO;   1
RS;ESTACAO;SECRETARIA MUNICIPAL DE SAUDE DE ESTACAO;   1
RS;FORTALEZA DOS VALOS;HOSPITAL MUNICIPAL BOM PASTOR;   1
